# id:21--42--21 
-0.64,-0.07,-0.76556716635557
0.7,-0.99,-0.1168058241913
0.25,-0.35,-0.21678826806287
-0.46,-0.25,0.25529142782864
-0.6,-0.26,-0.40135196301689
0.04,-0.52,0.86951098143152
0.72,0.89,-1.8818664167693
-0.27,-0.33,0.10264359124124
0.57,0.64,-1.5079201855821
-0.06,-0.1,0.35152243203677
-0.6,0.48,-1.2513628485959
0.32,-0.9,0.91106030246836
-0.12,-0.61,0.73734110818044
-0.12,-0.25,0.38659589857337
-0.04,-0.23,0.55722077928199
0.31,-0.34,0.18934733281511
-0.66,-0.8,-0.16538059177082
-0.19,-0.68,0.39456324599073
0.87,0.88,-2.6885531335319
0.6,-0.41,-0.20267908416452
0.99,-0.02,-1.5733371181819
0.44,0.08,-0.83628090366978
-0.35,0.3,-0.38326923366562
-0.34,0.65,-0.68610542977017
-0.06,0.6,-0.5697699222042
0.99,0.27,-2.0575193593648
-0.03,-0.7,0.60651336832101
-0.5,-0.7,0.27577714767696
0.94,-0.4,-1.124723039114
0.24,-0.61,0.20242533007979
-0.44,-0.49,0.29902395187437
0.88,-0.26,-1.360271285944
-0.67,0.15,-1.0859137938032
0.77,-0.23,-0.95599438638346
0.1,0.7,-1.0331264563041
-0.36,0.94,-1.0655341190491
-0.21,0.42,-0.33769091396318
-0.65,0.18,-1.1626039000572
0.57,0.84,-1.5559627687453
0.25,0.25,-0.17797945788569
-0.95,0.47,-2.5605881623452
0.19,-0.93,0.93636649882834
0.56,0.98,-1.3679108789299
-0.57,0.46,-1.0717444854389
0.05,-0.32,0.13562793506683
-0.8,-0.47,-0.90056714971654
0.91,0.56,-2.3753312036553
0.75,-0.55,-0.36774607168629
-0.87,-0.42,-0.79625109704173
0.37,-0.79,0.69061248715884
-0.69,-0.78,0.13160052988375
-0.05,0.08,0.31298347064505
0.43,0.48,-0.83835534053167
0.18,-0.44,0.33047322013482
0.49,0.06,-0.4501816554939
0,0.51,-0.5434583694228
0.05,0.69,-0.58455107668564
-0.56,0.04,-0.58365698466071
-0.58,-0.83,-0.25476908883137
0.07,-0.99,1.0068394485222
-0.89,0.46,-2.1221426235082
0.71,0.46,-1.400039054346
-0.49,-0.57,0.087021303474536
0.63,-0.02,-0.57612009916097
-0.42,0.41,-0.72295971884957
0.06,-1,1.0126205437266
-0.03,0.72,-0.73381146695489
-0.89,0.04,-1.8448733692657
0.95,-0.09,-1.7798277157303
-0.37,0.08,-0.48580161210964
0.83,0.55,-1.7824533681308
-0.76,-0.05,-1.0460497070107
-0.95,0.06,-1.6449560772379
0.62,0.04,-0.76776337029589
-0.85,-0.64,-0.70611534566131
-0.93,0.19,-1.6625364807664
-0.75,0.89,-2.3435426836998
0.59,0.89,-1.4155318271916
-0.09,-0.22,0.25574420434075
0.07,-0.32,0.50411739926478
-0.9,0.2,-1.7604015571902
0.77,0.06,-1.0704582235891
0.67,-0.63,-0.25852005116
